JPS1917|Exodus 38:21|c1,Exodus 38:21,Pekudei,"These are the accounts of the tabernacle, even the tabernacle of the testimony, as they were rendered according to the commandment of {{c1::Moses}}, through the service of the Levites, by the hand of Ithamar, the son of Aaron the priest.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:21|c2,Exodus 38:21,Pekudei,"These are the accounts of the tabernacle, even the tabernacle of the testimony, as they were rendered according to the commandment of Moses, through the service of the {{c1::Levites}}, by the hand of Ithamar, the son of Aaron the priest.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:22|c1,Exodus 38:22,Pekudei,"And {{c1::Bezalel}} the son of Uri, the son of Hur, of the tribe of Judah, made all that the LORD commanded Moses.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:22|c2,Exodus 38:22,Pekudei,"And Bezalel the son of {{c1::Uri}}, the son of Hur, of the tribe of Judah, made all that the LORD commanded Moses.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:23|c1,Exodus 38:23,Pekudei,"And with him was {{c1::Oholiab}}, the son of Ahisamach, of the tribe of Dan, a craftsman, and a skilful workman, and a weaver in colours, in blue, and in purple, and in scarlet, and fine linen.—",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:23|c2,Exodus 38:23,Pekudei,"And with him was Oholiab, the son of {{c1::Ahisamach}}, of the tribe of Dan, a craftsman, and a skilful workman, and a weaver in colours, in blue, and in purple, and in scarlet, and fine linen.—",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:24|c1,Exodus 38:24,Pekudei,"All the gold that was used for the work in all the work of the {{c1::sanctuary}}, even the gold of the offering, was twenty and nine talents, and seven hundred and thirty shekels, after the shekel of the sanctuary.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:24|c2,Exodus 38:24,Pekudei,"All the gold that was used for the work in all the work of the sanctuary, even the gold of the {{c1::offering}}, was twenty and nine talents, and seven hundred and thirty shekels, after the shekel of the sanctuary.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:25|c1,Exodus 38:25,Pekudei,"And the {{c1::silver}} of them that were numbered of the congregation was a hundred talents, and a thousand seven hundred and three-score and fifteen shekels, after the shekel of the sanctuary:",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:25|c2,Exodus 38:25,Pekudei,"And the silver of them that were {{c1::numbered}} of the congregation was a hundred talents, and a thousand seven hundred and three-score and fifteen shekels, after the shekel of the sanctuary:",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:26|c1,Exodus 38:26,Pekudei,"a beka a head, that is, half a {{c1::shekel}}, after the shekel of the sanctuary, for every one that passed over to them that are numbered, from twenty years old and upward, for six hundred thousand and three thousand and five hundred and fifty men.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:26|c2,Exodus 38:26,Pekudei,"a beka a head, that is, half a shekel, after the shekel of the {{c1::sanctuary}}, for every one that passed over to them that are numbered, from twenty years old and upward, for six hundred thousand and three thousand and five hundred and fifty men.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:27|c1,Exodus 38:27,Pekudei,"And the {{c1::hundred}} talents of silver were for casting the sockets of the sanctuary, and the sockets of the veil: a hundred sockets for the hundred talents, a talent for a socket.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:27|c2,Exodus 38:27,Pekudei,"And the hundred {{c1::talents}} of silver were for casting the sockets of the sanctuary, and the sockets of the veil: a hundred sockets for the hundred talents, a talent for a socket.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:28|c1,Exodus 38:28,Pekudei,"And of the {{c1::thousand}} seven hundred seventy and five shekels he made hooks for the pillars, and overlaid their capitals, and made fillets for them.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:28|c2,Exodus 38:28,Pekudei,"And of the thousand seven {{c1::hundred}} seventy and five shekels he made hooks for the pillars, and overlaid their capitals, and made fillets for them.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:29|c1,Exodus 38:29,Pekudei,And the brass of the {{c1::offering}} was seventy talents and two thousand and four hundred shekels.,Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:29|c2,Exodus 38:29,Pekudei,And the brass of the offering was {{c1::seventy}} talents and two thousand and four hundred shekels.,Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:30|c1,Exodus 38:30,Pekudei,"And {{c1::therewith}} he made the sockets to the door of the tent of meeting, and the brazen altar, and the brazen grating for it, and all the vessels of the altar,",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:30|c2,Exodus 38:30,Pekudei,"And therewith he made the {{c1::sockets}} to the door of the tent of meeting, and the brazen altar, and the brazen grating for it, and all the vessels of the altar,",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:31|c1,Exodus 38:31,Pekudei,"and the {{c1::sockets}} of the court round about, and the sockets of the gate of the court, and all the pins of the tabernacle, and all the pins of the court round about.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 38:31|c2,Exodus 38:31,Pekudei,"and the sockets of the court round about, and the sockets of the gate of the court, and all the pins of the {{c1::tabernacle}}, and all the pins of the court round about.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:1|c1,Exodus 39:1,Pekudei,"And of the blue, and purple, and scarlet, they made plaited garments, for ministering in the holy place, and made the holy garments for {{c1::Aaron}}, as the LORD commanded Moses.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:1|c2,Exodus 39:1,Pekudei,"And of the blue, and purple, and scarlet, they made plaited garments, for ministering in the holy place, and made the holy garments for Aaron, as the LORD commanded {{c1::Moses}}.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:2|c1,Exodus 39:2,Pekudei,"And he made the ephod of gold, blue, and {{c1::purple}}, and scarlet, and fine twined linen.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:2|c2,Exodus 39:2,Pekudei,"And he made the ephod of gold, blue, and purple, and {{c1::scarlet}}, and fine twined linen.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:3|c1,Exodus 39:3,Pekudei,"And they did beat the gold into thin {{c1::plates}}, and cut it into threads, to work it in the blue, and in the purple, and in the scarlet, and in the fine linen, the work of the skilful workman.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:3|c2,Exodus 39:3,Pekudei,"And they did beat the gold into thin plates, and cut it into {{c1::threads}}, to work it in the blue, and in the purple, and in the scarlet, and in the fine linen, the work of the skilful workman.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:4|c1,Exodus 39:4,Pekudei,"They made {{c1::shoulder}}-pieces for it, joined together; at the two ends was it joined together.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:4|c2,Exodus 39:4,Pekudei,"They made shoulder-{{c1::pieces}} for it, joined together; at the two ends was it joined together.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:5|c1,Exodus 39:5,Pekudei,"And the skilfully woven band, that was upon it, wherewith to gird it on, was of the same piece and like the work thereof: of gold, of blue, and purple, and scarlet, and fine twined linen, as the LORD commanded {{c1::Moses}}.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:5|c2,Exodus 39:5,Pekudei,"And the {{c1::skilfully}} woven band, that was upon it, wherewith to gird it on, was of the same piece and like the work thereof: of gold, of blue, and purple, and scarlet, and fine twined linen, as the LORD commanded Moses.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:6|c1,Exodus 39:6,Pekudei,"And they wrought the onyx stones, inclosed in settings of gold, graven with the engravings of a signet, according to the names of the children of {{c1::Israel}}.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:6|c2,Exodus 39:6,Pekudei,"And they {{c1::wrought}} the onyx stones, inclosed in settings of gold, graven with the engravings of a signet, according to the names of the children of Israel.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:7|c1,Exodus 39:7,Pekudei,"And he put them on the shoulder-pieces of the ephod, to be stones of memorial for the children of {{c1::Israel}}, as the LORD commanded Moses.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:7|c2,Exodus 39:7,Pekudei,"And he put them on the shoulder-pieces of the ephod, to be stones of memorial for the children of Israel, as the LORD commanded {{c1::Moses}}.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:8|c1,Exodus 39:8,Pekudei,"And he made the {{c1::breastplate}}, the work of the skilful workman, like the work of the ephod: of gold, of blue, and purple, and scarlet, and fine twined linen.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:8|c2,Exodus 39:8,Pekudei,"And he made the breastplate, the work of the {{c1::skilful}} workman, like the work of the ephod: of gold, of blue, and purple, and scarlet, and fine twined linen.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:9|c1,Exodus 39:9,Pekudei,"It was four-{{c1::square}}; they made the breastplate double; a span was the length thereof, and a span the breadth thereof, being double.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:9|c2,Exodus 39:9,Pekudei,"It was four-square; they made the {{c1::breastplate}} double; a span was the length thereof, and a span the breadth thereof, being double.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:10|c1,Exodus 39:10,Pekudei,"And they set in it four rows of {{c1::stones}}: a row of carnelian, topaz, and smaragd was the first row.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:10|c2,Exodus 39:10,Pekudei,"And they set in it four rows of stones: a row of {{c1::carnelian}}, topaz, and smaragd was the first row.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:11|c1,Exodus 39:11,Pekudei,"And the {{c1::second}} row, a carbuncle, a sapphire, and an emerald.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:11|c2,Exodus 39:11,Pekudei,"And the second row, a {{c1::carbuncle}}, a sapphire, and an emerald.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:12|c1,Exodus 39:12,Pekudei,"And the third row, a {{c1::jacinth}}, an agate, and an amethyst.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:12|c2,Exodus 39:12,Pekudei,"And the third row, a jacinth, an agate, and an {{c1::amethyst}}.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:13|c1,Exodus 39:13,Pekudei,"And the {{c1::fourth}} row, a beryl, an onyx, and a jasper; they were inclosed in fittings of gold in their settings.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:13|c2,Exodus 39:13,Pekudei,"And the fourth row, a beryl, an onyx, and a {{c1::jasper}}; they were inclosed in fittings of gold in their settings.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:14|c1,Exodus 39:14,Pekudei,"And the stones were according to the names of the children of {{c1::Israel}}, twelve, according to their names, like the engravings of a signet, every one according to his name, for the twelve tribes.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:14|c2,Exodus 39:14,Pekudei,"And the {{c1::stones}} were according to the names of the children of Israel, twelve, according to their names, like the engravings of a signet, every one according to his name, for the twelve tribes.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:15|c1,Exodus 39:15,Pekudei,"And they made upon the {{c1::breastplate}} plaited chains, of wreathen work of pure gold.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:15|c2,Exodus 39:15,Pekudei,"And they made upon the breastplate {{c1::plaited}} chains, of wreathen work of pure gold.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:16|c1,Exodus 39:16,Pekudei,"And they made two {{c1::settings}} of gold, and two gold rings; and put the two rings on the two ends of the breastplate.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:16|c2,Exodus 39:16,Pekudei,"And they made two settings of gold, and two gold rings; and put the two rings on the two ends of the {{c1::breastplate}}.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:17|c1,Exodus 39:17,Pekudei,And they put the two {{c1::wreathen}} chains of gold on the two rings at the ends of the breastplate.,Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:17|c2,Exodus 39:17,Pekudei,And they put the two wreathen {{c1::chains}} of gold on the two rings at the ends of the breastplate.,Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:18|c1,Exodus 39:18,Pekudei,"And the other two ends of the two {{c1::wreathen}} chains they put on the two settings, and put them on the shoulder-pieces of the ephod, in the forepart thereof.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:18|c2,Exodus 39:18,Pekudei,"And the other two ends of the two wreathen {{c1::chains}} they put on the two settings, and put them on the shoulder-pieces of the ephod, in the forepart thereof.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:19|c1,Exodus 39:19,Pekudei,"And they made two rings of gold, and put them upon the two ends of the {{c1::breastplate}}, upon the edge thereof, which was toward the side of the ephod inward.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:19|c2,Exodus 39:19,Pekudei,"And they made two rings of gold, and put them upon the two ends of the breastplate, upon the edge {{c1::thereof}}, which was toward the side of the ephod inward.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:20|c1,Exodus 39:20,Pekudei,"And they made two rings of gold, and put them on the two {{c1::shoulder}}-pieces of the ephod underneath, in the forepart thereof, close by the coupling thereof, above the skilfully woven band of the ephod.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:20|c2,Exodus 39:20,Pekudei,"And they made two rings of gold, and put them on the two shoulder-{{c1::pieces}} of the ephod underneath, in the forepart thereof, close by the coupling thereof, above the skilfully woven band of the ephod.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:21|c1,Exodus 39:21,Pekudei,"And they did bind the breastplate by the rings thereof unto the rings of the ephod with a thread of blue, that it might be upon the skilfully woven band of the ephod, and that the breastplate might not be loosed from the ephod; as the LORD commanded {{c1::Moses}}.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:21|c2,Exodus 39:21,Pekudei,"And they did bind the {{c1::breastplate}} by the rings thereof unto the rings of the ephod with a thread of blue, that it might be upon the skilfully woven band of the ephod, and that the breastplate might not be loosed from the ephod; as the LORD commanded Moses.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:23|c1,Exodus 39:23,Pekudei,"and the hole of the robe in the midst {{c1::thereof}}, as the hole of a coat of mail, with a binding round about the hole of it, that it should not be rent.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:23|c2,Exodus 39:23,Pekudei,"and the hole of the robe in the midst thereof, as the hole of a coat of mail, with a {{c1::binding}} round about the hole of it, that it should not be rent.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:24|c1,Exodus 39:24,Pekudei,"And they made upon the {{c1::skirts}} of the robe pomegranates of blue, and purple, and scarlet, and twined linen.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:24|c2,Exodus 39:24,Pekudei,"And they made upon the skirts of the robe {{c1::pomegranates}} of blue, and purple, and scarlet, and twined linen.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:25|c1,Exodus 39:25,Pekudei,"And they made bells of pure gold, and put the bells {{c1::between}} the pomegranates upon the skirts of the robe round about, between the pomegranates:",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:25|c2,Exodus 39:25,Pekudei,"And they made bells of pure gold, and put the bells between the {{c1::pomegranates}} upon the skirts of the robe round about, between the pomegranates:",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:26|c1,Exodus 39:26,Pekudei,"a bell and a pomegranate, a bell and a pomegranate, upon the skirts of the robe round about, to minister in; as the LORD commanded {{c1::Moses}}.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:26|c2,Exodus 39:26,Pekudei,"a bell and a {{c1::pomegranate}}, a bell and a pomegranate, upon the skirts of the robe round about, to minister in; as the LORD commanded Moses.",Torah::Exodus::Pekudei Type::AutoCloze
JPS1917|Exodus 39:27|c1,Exodus 39:27,Pekudei,"And they made the tunics of fine linen of woven work for {{c1::Aaron}}, and for his sons,",Torah::Exodus::Pekudei Type::AutoCloze
